그룹,진료년도,성별,연령,진료인원
그룹5,2020,여자,50-54세,56121
그룹5,2020,여자,55-59세,66571
그룹5,2020,여자,60-64세,74690
그룹5,2020,여자,65-69세,62350
그룹5,2020,여자,70-74세,50293
그룹5,2020,여자,75-79세,41446
그룹5,2020,여자,80~84세,29705
그룹5,2020,여자,85세이상,19491
그룹5,2021,남자,0~4세,6592
그룹5,2021,남자,5-9세,7027
그룹5,2021,남자,10-14세,13799
그룹5,2021,남자,15-19세,22273
그룹5,2021,남자,20-24세,31233
그룹5,2021,남자,25-29세,42949
그룹5,2021,남자,30-34세,39529
그룹5,2021,남자,35-39세,39227
그룹5,2021,남자,40-44세,43084
그룹5,2021,남자,45-49세,45822
그룹5,2021,남자,50-54세,54049
그룹5,2021,남자,55-59세,57323
그룹5,2021,남자,60-64세,66469
그룹5,2021,남자,65-69세,54422
그룹5,2021,남자,70-74세,40228
그룹5,2021,남자,75-79세,29299
그룹5,2021,남자,80~84세,19637
그룹5,2021,남자,85세이상,10524
그룹5,2021,여자,0~4세,4990
그룹5,2021,여자,5-9세,7359
그룹5,2021,여자,10-14세,14950
그룹5,2021,여자,15-19세,22328
그룹5,2021,여자,20-24세,36370
그룹5,2021,여자,25-29세,47053
그룹5,2021,여자,30-34세,41605
그룹5,2021,여자,35-39세,38609
그룹5,2021,여자,40-44세,40932
그룹5,2021,여자,45-49세,44886
그룹5,2021,여자,50-54세,59954
그룹5,2021,여자,55-59세,66412
그룹5,2021,여자,60-64세,80156
그룹5,2021,여자,65-69세,70164
그룹5,2021,여자,70-74세,53170
그룹5,2021,여자,75-79세,41555
그룹5,2021,여자,80~84세,31180
그룹5,2021,여자,85세이상,21525
그룹5,2022,남자,0~4세,5465
그룹5,2022,남자,5-9세,6069
그룹5,2022,남자,10-14세,14112
그룹5,2022,남자,15-19세,23557
그룹5,2022,남자,20-24세,30757
그룹5,2022,남자,25-29세,43994
그룹5,2022,남자,30-34세,43201
그룹5,2022,남자,35-39세,38716
그룹5,2022,남자,40-44세,45136
그룹5,2022,남자,45-49세,45390
그룹5,2022,남자,50-54세,54338
그룹5,2022,남자,55-59세,55344
그룹5,2022,남자,60-64세,66281
그룹5,2022,남자,65-69세,56530
그룹5,2022,남자,70-74세,41517
그룹5,2022,남자,75-79세,30067
그룹5,2022,남자,80~84세,21551
그룹5,2022,남자,85세이상,11382
그룹5,2022,여자,0~4세,4180
그룹5,2022,여자,5-9세,6225
그룹5,2022,여자,10-14세,14445
그룹5,2022,여자,15-19세,22914
그룹5,2022,여자,20-24세,34804
그룹5,2022,여자,25-29세,47976
그룹5,2022,여자,30-34세,44783
그룹5,2022,여자,35-39세,38424
그룹5,2022,여자,40-44세,43391
그룹5,2022,여자,45-49세,45613
그룹5,2022,여자,50-54세,60737
그룹5,2022,여자,55-59세,65838
그룹5,2022,여자,60-64세,82609
그룹5,2022,여자,65-69세,73579
그룹5,2022,여자,70-74세,56151
그룹5,2022,여자,75-79세,41969
그룹5,2022,여자,80~84세,34302
그룹5,2022,여자,85세이상,22969
그룹5,2023,남자,0~4세,4658
그룹5,2023,남자,5-9세,5454
그룹5,2023,남자,10-14세,14110
그룹5,2023,남자,15-19세,25058
그룹5,2023,남자,20-24세,31681
그룹5,2023,남자,25-29세,46173
그룹5,2023,남자,30-34세,48196
그룹5,2023,남자,35-39세,40471
그룹5,2023,남자,40-44세,48351
그룹5,2023,남자,45-49세,46083
그룹5,2023,남자,50-54세,54855
그룹5,2023,남자,55-59세,57903
그룹5,2023,남자,60-64세,67209
그룹5,2023,남자,65-69세,61450
그룹5,2023,남자,70-74세,43935
그룹5,2023,남자,75-79세,32475
그룹5,2023,남자,80~84세,22808
그룹5,2023,남자,85세이상,12799
그룹5,2023,여자,0~4세,3393
그룹5,2023,여자,5-9세,5565
그룹5,2023,여자,10-14세,14376
그룹5,2023,여자,15-19세,23361
그룹5,2023,여자,20-24세,35031
그룹5,2023,여자,25-29세,50758
그룹5,2023,여자,30-34세,50733
그룹5,2023,여자,35-39세,41299
그룹5,2023,여자,40-44세,47496
그룹5,2023,여자,45-49세,46840
그룹5,2023,여자,50-54세,63460
그룹5,2023,여자,55-59세,69427
그룹5,2023,여자,60-64세,83618
그룹5,2023,여자,65-69세,80112
그룹5,2023,여자,70-74세,58839
그룹5,2023,여자,75-79세,44996
그룹5,2023,여자,80~84세,36325
그룹5,2023,여자,85세이상,25617
그룹5,2024,남자,0~4세,3608
그룹5,2024,남자,5-9세,5052
그룹5,2024,남자,10-14세,14385
그룹5,2024,남자,15-19세,25852
그룹5,2024,남자,20-24세,31976
그룹5,2024,남자,25-29세,46152
그룹5,2024,남자,30-34세,51889
그룹5,2024,남자,35-39세,42668
그룹5,2024,남자,40-44세,48665
그룹5,2024,남자,45-49세,47634
그룹5,2024,남자,50-54세,56412
그룹5,2024,남자,55-59세,59563
그룹5,2024,남자,60-64세,67177
그룹5,2024,남자,65-69세,64903
그룹5,2024,남자,70-74세,45840
그룹5,2024,남자,75-79세,33977
그룹5,2024,남자,80~84세,22731
그룹5,2024,남자,85세이상,13521
그룹5,2024,여자,0~4세,2687
그룹5,2024,여자,5-9세,5077
그룹5,2024,여자,10-14세,14740
그룹5,2024,여자,15-19세,24189
그룹5,2024,여자,20-24세,34571
그룹5,2024,여자,25-29세,52109
그룹5,2024,여자,30-34세,54111
그룹5,2024,여자,35-39세,43140
그룹5,2024,여자,40-44세,48256
그룹5,2024,여자,45-49세,48839
그룹5,2024,여자,50-54세,64976
그룹5,2024,여자,55-59세,73169
그룹5,2024,여자,60-64세,84749
그룹5,2024,여자,65-69세,88269
그룹5,2024,여자,70-74세,64151
그룹5,2024,여자,75-79세,48931
그룹5,2024,여자,80~84세,37011
그룹5,2024,여자,85세이상,28351
그룹6,2020,남자,0~4세,19754
그룹6,2020,남자,5-9세,12830
그룹6,2020,남자,10-14세,15310
그룹6,2020,남자,15-19세,6838
그룹6,2020,남자,20-24세,5032
그룹6,2020,남자,25-29세,6396
그룹6,2020,남자,30-34세,5191
그룹6,2020,남자,35-39세,5705
그룹6,2020,남자,40-44세,6011
그룹6,2020,남자,45-49세,6687
그룹6,2020,남자,50-54세,6771
그룹6,2020,남자,55-59세,7062
그룹6,2020,남자,60-64세,6782
그룹6,2020,남자,65-69세,4766
그룹6,2020,남자,70-74세,3637
그룹6,2020,남자,75-79세,2847
그룹6,2020,남자,80~84세,2063
그룹6,2020,남자,85세이상,1318
그룹6,2020,여자,0~4세,20595
그룹6,2020,여자,5-9세,9915
그룹6,2020,여자,10-14세,5693
그룹6,2020,여자,15-19세,1982
그룹6,2020,여자,20-24세,2231
그룹6,2020,여자,25-29세,2663
그룹6,2020,여자,30-34세,2780
그룹6,2020,여자,35-39세,3713
그룹6,2020,여자,40-44세,3868
그룹6,2020,여자,45-49세,4809
그룹6,2020,여자,50-54세,8177
그룹6,2020,여자,55-59세,12044
그룹6,2020,여자,60-64세,13107
그룹6,2020,여자,65-69세,10313
그룹6,2020,여자,70-74세,8985
그룹6,2020,여자,75-79세,8642
그룹6,2020,여자,80~84세,7093
그룹6,2020,여자,85세이상,5995
그룹6,2021,남자,0~4세,18145
그룹6,2021,남자,5-9세,13499
그룹6,2021,남자,10-14세,21590
그룹6,2021,남자,15-19세,9344
그룹6,2021,남자,20-24세,5017
그룹6,2021,남자,25-29세,6090
그룹6,2021,남자,30-34세,5319
그룹6,2021,남자,35-39세,5623
그룹6,2021,남자,40-44세,6278
그룹6,2021,남자,45-49세,6246
그룹6,2021,남자,50-54세,6921
그룹6,2021,남자,55-59세,7097
그룹6,2021,남자,60-64세,7315
그룹6,2021,남자,65-69세,5327
그룹6,2021,남자,70-74세,3668
그룹6,2021,남자,75-79세,2871
그룹6,2021,남자,80~84세,2191
그룹6,2021,남자,85세이상,1457
그룹6,2021,여자,0~4세,18495
그룹6,2021,여자,5-9세,10330
그룹6,2021,여자,10-14세,8032
그룹6,2021,여자,15-19세,2769
그룹6,2021,여자,20-24세,2406
그룹6,2021,여자,25-29세,3037
그룹6,2021,여자,30-34세,3048
그룹6,2021,여자,35-39세,3596
그룹6,2021,여자,40-44세,4277
그룹6,2021,여자,45-49세,4897
그룹6,2021,여자,50-54세,8581
그룹6,2021,여자,55-59세,12430
그룹6,2021,여자,60-64세,14420
그룹6,2021,여자,65-69세,12068
그룹6,2021,여자,70-74세,9663
그룹6,2021,여자,75-79세,8843
그룹6,2021,여자,80~84세,7726
그룹6,2021,여자,85세이상,6734
그룹6,2022,남자,0~4세,15634
그룹6,2022,남자,5-9세,13887
그룹6,2022,남자,10-14세,28473
그룹6,2022,남자,15-19세,13491
그룹6,2022,남자,20-24세,5952
그룹6,2022,남자,25-29세,7397
그룹6,2022,남자,30-34세,6976
그룹6,2022,남자,35-39세,6449
그룹6,2022,남자,40-44세,7368
그룹6,2022,남자,45-49세,7136
그룹6,2022,남자,50-54세,7683
그룹6,2022,남자,55-59세,7348
그룹6,2022,남자,60-64세,7812
그룹6,2022,남자,65-69세,5912
그룹6,2022,남자,70-74세,4093
그룹6,2022,남자,75-79세,3051
그룹6,2022,남자,80~84세,2655
그룹6,2022,남자,85세이상,1721
그룹6,2022,여자,0~4세,16752
그룹6,2022,여자,5-9세,9913
그룹6,2022,여자,10-14세,10641
그룹6,2022,여자,15-19세,4171
그룹6,2022,여자,20-24세,2970
그룹6,2022,여자,25-29세,3862
그룹6,2022,여자,30-34세,3851
그룹6,2022,여자,35-39세,4178
그룹6,2022,여자,40-44세,5233
그룹6,2022,여자,45-49세,5668
그룹6,2022,여자,50-54세,9956
그룹6,2022,여자,55-59세,13604
그룹6,2022,여자,60-64세,16453
그룹6,2022,여자,65-69세,13923
그룹6,2022,여자,70-74세,11396
그룹6,2022,여자,75-79세,9929
그룹6,2022,여자,80~84세,9034
그룹6,2022,여자,85세이상,7738
그룹6,2023,남자,0~4세,13326
그룹6,2023,남자,5-9세,13371
그룹6,2023,남자,10-14세,32796
그룹6,2023,남자,15-19세,15448
그룹6,2023,남자,20-24세,6419
그룹6,2023,남자,25-29세,8086
그룹6,2023,남자,30-34세,8112
그룹6,2023,남자,35-39세,7223
그룹6,2023,남자,40-44세,8648
그룹6,2023,남자,45-49세,7546
그룹6,2023,남자,50-54세,8152
그룹6,2023,남자,55-59세,7885
그룹6,2023,남자,60-64세,8353
그룹6,2023,남자,65-69세,6991
그룹6,2023,남자,70-74세,4624
그룹6,2023,남자,75-79세,3606
그룹6,2023,남자,80~84세,2968
그룹6,2023,남자,85세이상,2007
그룹6,2023,여자,0~4세,14513
그룹6,2023,여자,5-9세,9340
그룹6,2023,여자,10-14세,11939
그룹6,2023,여자,15-19세,4924
그룹6,2023,여자,20-24세,3198
그룹6,2023,여자,25-29세,4548
그룹6,2023,여자,30-34세,4773
그룹6,2023,여자,35-39세,4891
그룹6,2023,여자,40-44세,6261
그룹6,2023,여자,45-49세,6332
그룹6,2023,여자,50-54세,11093
그룹6,2023,여자,55-59세,15224
그룹6,2023,여자,60-64세,17863
그룹6,2023,여자,65-69세,15477
그룹6,2023,여자,70-74세,12284
그룹6,2023,여자,75-79세,10725
그룹6,2023,여자,80~84세,10107
그룹6,2023,여자,85세이상,8781
그룹6,2024,남자,0~4세,12920
그룹6,2024,남자,5-9세,13744
그룹6,2024,남자,10-14세,34911
그룹6,2024,남자,15-19세,15525
그룹6,2024,남자,20-24세,6660
그룹6,2024,남자,25-29세,8811
그룹6,2024,남자,30-34세,9526
그룹6,2024,남자,35-39세,8441
그룹6,2024,남자,40-44세,9494
그룹6,2024,남자,45-49세,8496
그룹6,2024,남자,50-54세,8943
그룹6,2024,남자,55-59세,8724
그룹6,2024,남자,60-64세,9009
그룹6,2024,남자,65-69세,7957
그룹6,2024,남자,70-74세,5285
그룹6,2024,남자,75-79세,4208
그룹6,2024,남자,80~84세,3325
그룹6,2024,남자,85세이상,2460
그룹6,2024,여자,0~4세,14221
그룹6,2024,여자,5-9세,9998
그룹6,2024,여자,10-14세,13927
그룹6,2024,여자,15-19세,5442
그룹6,2024,여자,20-24세,3427
그룹6,2024,여자,25-29세,5319
그룹6,2024,여자,30-34세,5905
그룹6,2024,여자,35-39세,6036
그룹6,2024,여자,40-44세,7357
그룹6,2024,여자,45-49세,7593
그룹6,2024,여자,50-54세,12593
그룹6,2024,여자,55-59세,17198
그룹6,2024,여자,60-64세,19618
그룹6,2024,여자,65-69세,18837
그룹6,2024,여자,70-74세,13767
그룹6,2024,여자,75-79세,12362
그룹6,2024,여자,80~84세,10994
그룹6,2024,여자,85세이상,10261
그룹7,2020,남자,0~4세,17601
그룹7,2020,남자,5-9세,11743
그룹7,2020,남자,10-14세,3362
그룹7,2020,남자,15-19세,3637
그룹7,2020,남자,20-24세,5636
그룹7,2020,남자,25-29세,6537
그룹7,2020,남자,30-34세,5276
그룹7,2020,남자,35-39세,5631
그룹7,2020,남자,40-44세,6220
그룹7,2020,남자,45-49세,7639
그룹7,2020,남자,50-54세,8858
그룹7,2020,남자,55-59세,9703
그룹7,2020,남자,60-64세,9630
그룹7,2020,남자,65-69세,6858
그룹7,2020,남자,70-74세,5183
그룹7,2020,남자,75-79세,4354
그룹7,2020,남자,80~84세,3466
그룹7,2020,남자,85세이상,2473
그룹7,2020,여자,0~4세,8806
그룹7,2020,여자,5-9세,5852
그룹7,2020,여자,10-14세,1287
그룹7,2020,여자,15-19세,1208
그룹7,2020,여자,20-24세,2340
그룹7,2020,여자,25-29세,2515
그룹7,2020,여자,30-34세,1988
그룹7,2020,여자,35-39세,2447
그룹7,2020,여자,40-44세,2665
그룹7,2020,여자,45-49세,3018
그룹7,2020,여자,50-54세,3342
그룹7,2020,여자,55-59세,3106
그룹7,2020,여자,60-64세,2961
그룹7,2020,여자,65-69세,2386
그룹7,2020,여자,70-74세,2330
그룹7,2020,여자,75-79세,2639
그룹7,2020,여자,80~84세,2717
그룹7,2020,여자,85세이상,3237
그룹7,2021,남자,0~4세,15197
그룹7,2021,남자,5-9세,11545
그룹7,2021,남자,10-14세,4010
그룹7,2021,남자,15-19세,3842
그룹7,2021,남자,20-24세,5242
그룹7,2021,남자,25-29세,6207
그룹7,2021,남자,30-34세,5132
그룹7,2021,남자,35-39세,4922
그룹7,2021,남자,40-44세,5855
그룹7,2021,남자,45-49세,6457
그룹7,2021,남자,50-54세,8215
그룹7,2021,남자,55-59세,8844
그룹7,2021,남자,60-64세,9179
그룹7,2021,남자,65-69세,6991
그룹7,2021,남자,70-74세,5001
그룹7,2021,남자,75-79세,4206
그룹7,2021,남자,80~84세,3468
그룹7,2021,남자,85세이상,2594
그룹7,2021,여자,0~4세,7602
그룹7,2021,여자,5-9세,5558
그룹7,2021,여자,10-14세,1403
그룹7,2021,여자,15-19세,1210
그룹7,2021,여자,20-24세,2217
그룹7,2021,여자,25-29세,2459
그룹7,2021,여자,30-34세,2081
그룹7,2021,여자,35-39세,2186
그룹7,2021,여자,40-44세,2441
그룹7,2021,여자,45-49세,2703
그룹7,2021,여자,50-54세,3160
그룹7,2021,여자,55-59세,2830
그룹7,2021,여자,60-64세,2918
그룹7,2021,여자,65-69세,2523
그룹7,2021,여자,70-74세,2141
그룹7,2021,여자,75-79세,2508
그룹7,2021,여자,80~84세,2821
그룹7,2021,여자,85세이상,3303
그룹7,2022,남자,0~4세,11522
그룹7,2022,남자,5-9세,9555
그룹7,2022,남자,10-14세,4870
그룹7,2022,남자,15-19세,4524
그룹7,2022,남자,20-24세,5216
그룹7,2022,남자,25-29세,5962
그룹7,2022,남자,30-34세,5304
그룹7,2022,남자,35-39세,4686
그룹7,2022,남자,40-44세,5550
그룹7,2022,남자,45-49세,6017
그룹7,2022,남자,50-54세,7861
그룹7,2022,남자,55-59세,8373
그룹7,2022,남자,60-64세,9209
그룹7,2022,남자,65-69세,7419
그룹7,2022,남자,70-74세,5463
그룹7,2022,남자,75-79세,4302
그룹7,2022,남자,80~84세,3966
그룹7,2022,남자,85세이상,3118
그룹7,2022,여자,0~4세,5808
그룹7,2022,여자,5-9세,4445
그룹7,2022,여자,10-14세,1589
그룹7,2022,여자,15-19세,1269
그룹7,2022,여자,20-24세,2041
그룹7,2022,여자,25-29세,2433
그룹7,2022,여자,30-34세,2029
그룹7,2022,여자,35-39세,1897
그룹7,2022,여자,40-44세,2409
그룹7,2022,여자,45-49세,2495
그룹7,2022,여자,50-54세,3135
그룹7,2022,여자,55-59세,2646
그룹7,2022,여자,60-64세,3015
그룹7,2022,여자,65-69세,2642
그룹7,2022,여자,70-74세,2366
그룹7,2022,여자,75-79세,2533
그룹7,2022,여자,80~84세,3115
그룹7,2022,여자,85세이상,3810
그룹7,2023,남자,0~4세,10358
그룹7,2023,남자,5-9세,8871
그룹7,2023,남자,10-14세,5016
그룹7,2023,남자,15-19세,4868
그룹7,2023,남자,20-24세,4719
그룹7,2023,남자,25-29세,5689
그룹7,2023,남자,30-34세,5349
그룹7,2023,남자,35-39세,4277
그룹7,2023,남자,40-44세,5528
그룹7,2023,남자,45-49세,5458
그룹7,2023,남자,50-54세,7215
그룹7,2023,남자,55-59세,8094
그룹7,2023,남자,60-64세,9145
그룹7,2023,남자,65-69세,7809
그룹7,2023,남자,70-74세,5398
그룹7,2023,남자,75-79세,4596
그룹7,2023,남자,80~84세,4307
그룹7,2023,남자,85세이상,3536
그룹7,2023,여자,0~4세,5147
그룹7,2023,여자,5-9세,4072
그룹7,2023,여자,10-14세,1578
그룹7,2023,여자,15-19세,1315
그룹7,2023,여자,20-24세,1824
그룹7,2023,여자,25-29세,2339
그룹7,2023,여자,30-34세,2091
그룹7,2023,여자,35-39세,1936
그룹7,2023,여자,40-44세,2413
그룹7,2023,여자,45-49세,2455
그룹7,2023,여자,50-54세,3097
그룹7,2023,여자,55-59세,2779
그룹7,2023,여자,60-64세,2926
그룹7,2023,여자,65-69세,2772
그룹7,2023,여자,70-74세,2571
그룹7,2023,여자,75-79세,2794
그룹7,2023,여자,80~84세,3420
그룹7,2023,여자,85세이상,4331
그룹7,2024,남자,0~4세,7334
그룹7,2024,남자,5-9세,6676
그룹7,2024,남자,10-14세,4647
그룹7,2024,남자,15-19세,4089
그룹7,2024,남자,20-24세,3617
그룹7,2024,남자,25-29세,4525
그룹7,2024,남자,30-34세,4624
그룹7,2024,남자,35-39세,3573
그룹7,2024,남자,40-44세,4267
그룹7,2024,남자,45-49세,4466
그룹7,2024,남자,50-54세,5943
그룹7,2024,남자,55-59세,6697
그룹7,2024,남자,60-64세,7933
그룹7,2024,남자,65-69세,7223
그룹7,2024,남자,70-74세,5216
그룹7,2024,남자,75-79세,4449
그룹7,2024,남자,80~84세,3982
그룹7,2024,남자,85세이상,3702
그룹7,2024,여자,0~4세,3705
그룹7,2024,여자,5-9세,2965
그룹7,2024,여자,10-14세,1347
그룹7,2024,여자,15-19세,1008
그룹7,2024,여자,20-24세,1323
그룹7,2024,여자,25-29세,1822
그룹7,2024,여자,30-34세,1710
그룹7,2024,여자,35-39세,1484
그룹7,2024,여자,40-44세,1830
그룹7,2024,여자,45-49세,2028
그룹7,2024,여자,50-54세,2581
그룹7,2024,여자,55-59세,2421
그룹7,2024,여자,60-64세,2559
그룹7,2024,여자,65-69세,2682
그룹7,2024,여자,70-74세,2394
그룹7,2024,여자,75-79세,2709
그룹7,2024,여자,80~84세,3105
그룹7,2024,여자,85세이상,4359
그룹8,2020,남자,0~4세,9609
그룹8,2020,남자,5-9세,13472
그룹8,2020,남자,10-14세,11505
그룹8,2020,남자,15-19세,12834
그룹8,2020,남자,20-24세,25338
그룹8,2020,남자,25-29세,36102
그룹8,2020,남자,30-34세,30421
그룹8,2020,남자,35-39세,34227
그룹8,2020,남자,40-44세,35044
그룹8,2020,남자,45-49세,39282
그룹8,2020,남자,50-54세,43511
그룹8,2020,남자,55-59세,46214
그룹8,2020,남자,60-64세,45019
그룹8,2020,남자,65-69세,31028
그룹8,2020,남자,70-74세,21460
그룹8,2020,남자,75-79세,15422
그룹8,2020,남자,80~84세,10175
그룹8,2020,남자,85세이상,6253
그룹8,2020,여자,0~4세,5146
그룹8,2020,여자,5-9세,6660
그룹8,2020,여자,10-14세,4902
그룹8,2020,여자,15-19세,6304
그룹8,2020,여자,20-24세,15143
그룹8,2020,여자,25-29세,18118
그룹8,2020,여자,30-34세,16651
그룹8,2020,여자,35-39세,18791
그룹8,2020,여자,40-44세,19692
그룹8,2020,여자,45-49세,22782
그룹8,2020,여자,50-54세,25663
그룹8,2020,여자,55-59세,25752
그룹8,2020,여자,60-64세,24470
그룹8,2020,여자,65-69세,18001
그룹8,2020,여자,70-74세,13577
그룹8,2020,여자,75-79세,12208
그룹8,2020,여자,80~84세,10207
그룹8,2020,여자,85세이상,9143
그룹8,2021,남자,0~4세,7976
그룹8,2021,남자,5-9세,12991
그룹8,2021,남자,10-14세,13244
그룹8,2021,남자,15-19세,12470
그룹8,2021,남자,20-24세,24608
그룹8,2021,남자,25-29세,35300
그룹8,2021,남자,30-34세,30340
그룹8,2021,남자,35-39세,31254
그룹8,2021,남자,40-44세,34193
그룹8,2021,남자,45-49세,36059
그룹8,2021,남자,50-54세,42148
그룹8,2021,남자,55-59세,43682
그룹8,2021,남자,60-64세,46264
그룹8,2021,남자,65-69세,32605
그룹8,2021,남자,70-74세,21849
그룹8,2021,남자,75-79세,15431
그룹8,2021,남자,80~84세,10773
그룹8,2021,남자,85세이상,7025
그룹8,2021,여자,0~4세,4208
그룹8,2021,여자,5-9세,6059
그룹8,2021,여자,10-14세,5459
그룹8,2021,여자,15-19세,6427
그룹8,2021,여자,20-24세,15228
그룹8,2021,여자,25-29세,18217
그룹8,2021,여자,30-34세,17080
그룹8,2021,여자,35-39세,17500
그룹8,2021,여자,40-44세,19726
그룹8,2021,여자,45-49세,21224
그룹8,2021,여자,50-54세,25507
그룹8,2021,여자,55-59세,24498
그룹8,2021,여자,60-64세,25405
그룹8,2021,여자,65-69세,19200
그룹8,2021,여자,70-74세,13922
그룹8,2021,여자,75-79세,12278
그룹8,2021,여자,80~84세,10678
그룹8,2021,여자,85세이상,10019
그룹8,2022,남자,0~4세,6304
그룹8,2022,남자,5-9세,11396
그룹8,2022,남자,10-14세,14366
그룹8,2022,남자,15-19세,12677
그룹8,2022,남자,20-24세,21608
그룹8,2022,남자,25-29세,31260
그룹8,2022,남자,30-34세,28137
그룹8,2022,남자,35-39세,25549
그룹8,2022,남자,40-44세,29784
그룹8,2022,남자,45-49세,29495
그룹8,2022,남자,50-54세,36078
그룹8,2022,남자,55-59세,36391
그룹8,2022,남자,60-64세,40014
그룹8,2022,남자,65-69세,29803
그룹8,2022,남자,70-74세,19966
그룹8,2022,남자,75-79세,13646
그룹8,2022,남자,80~84세,10520
그룹8,2022,남자,85세이상,6989
그룹8,2022,여자,0~4세,3456
그룹8,2022,여자,5-9세,5397
그룹8,2022,여자,10-14세,5987
그룹8,2022,여자,15-19세,6655
그룹8,2022,여자,20-24세,13352
그룹8,2022,여자,25-29세,16610
그룹8,2022,여자,30-34세,15859
그룹8,2022,여자,35-39세,15261
그룹8,2022,여자,40-44세,18089
그룹8,2022,여자,45-49세,18549
그룹8,2022,여자,50-54세,22436
그룹8,2022,여자,55-59세,21682
그룹8,2022,여자,60-64세,23271
그룹8,2022,여자,65-69세,18130
그룹8,2022,여자,70-74세,13288
그룹8,2022,여자,75-79세,10755
그룹8,2022,여자,80~84세,10433
그룹8,2022,여자,85세이상,9611
그룹8,2023,남자,0~4세,5605
그룹8,2023,남자,5-9세,10244
그룹8,2023,남자,10-14세,14051
그룹8,2023,남자,15-19세,12760
그룹8,2023,남자,20-24세,19771
그룹8,2023,남자,25-29세,29675
그룹8,2023,남자,30-34세,28677
그룹8,2023,남자,35-39세,24139
그룹8,2023,남자,40-44세,29290
그룹8,2023,남자,45-49세,27920
그룹8,2023,남자,50-54세,34623
그룹8,2023,남자,55-59세,36164
그룹8,2023,남자,60-64세,40022
그룹8,2023,남자,65-69세,32104
그룹8,2023,남자,70-74세,20947
그룹8,2023,남자,75-79세,15026
그룹8,2023,남자,80~84세,11328
그룹8,2023,남자,85세이상,7864
그룹8,2023,여자,0~4세,3130
그룹8,2023,여자,5-9세,4938
그룹8,2023,여자,10-14세,5749
그룹8,2023,여자,15-19세,6407
그룹8,2023,여자,20-24세,12140
그룹8,2023,여자,25-29세,15963
그룹8,2023,여자,30-34세,16287
그룹8,2023,여자,35-39세,14523
그룹8,2023,여자,40-44세,18261
그룹8,2023,여자,45-49세,17869
그룹8,2023,여자,50-54세,22036
그룹8,2023,여자,55-59세,22222
그룹8,2023,여자,60-64세,23608
그룹8,2023,여자,65-69세,19962
그룹8,2023,여자,70-74세,14072
그룹8,2023,여자,75-79세,11753
그룹8,2023,여자,80~84세,10982
그룹8,2023,여자,85세이상,10476
그룹8,2024,남자,0~4세,4794
그룹8,2024,남자,5-9세,9707
그룹8,2024,남자,10-14세,14488
그룹8,2024,남자,15-19세,12308
그룹8,2024,남자,20-24세,18091
그룹8,2024,남자,25-29세,27543
그룹8,2024,남자,30-34세,28848
그룹8,2024,남자,35-39세,23351
그룹8,2024,남자,40-44세,26868
그룹8,2024,남자,45-49세,26196
그룹8,2024,남자,50-54세,31934
그룹8,2024,남자,55-59세,34846
그룹8,2024,남자,60-64세,37606
그룹8,2024,남자,65-69세,32595
그룹8,2024,남자,70-74세,21618
그룹8,2024,남자,75-79세,15176
그룹8,2024,남자,80~84세,11155
그룹8,2024,남자,85세이상,8538
그룹8,2024,여자,0~4세,2696
그룹8,2024,여자,5-9세,4608
그룹8,2024,여자,10-14세,5558
그룹8,2024,여자,15-19세,6182
그룹8,2024,여자,20-24세,11248
그룹8,2024,여자,25-29세,15556
그룹8,2024,여자,30-34세,16367
그룹8,2024,여자,35-39세,14947
그룹8,2024,여자,40-44세,17761
그룹8,2024,여자,45-49세,17689
그룹8,2024,여자,50-54세,21271
그룹8,2024,여자,55-59세,22127
그룹8,2024,여자,60-64세,22932
그룹8,2024,여자,65-69세,20840
그룹8,2024,여자,70-74세,14589
그룹8,2024,여자,75-79세,12241
그룹8,2024,여자,80~84세,10825
그룹8,2024,여자,85세이상,11420
그룹9,2020,남자,0~4세,220839
그룹9,2020,남자,5-9세,356147
그룹9,2020,남자,10-14세,361379
그룹9,2020,남자,15-19세,393320
그룹9,2020,남자,20-24세,488583
그룹9,2020,남자,25-29세,620898
그룹9,2020,남자,30-34세,584246
그룹9,2020,남자,35-39세,684473
그룹9,2020,남자,40-44세,701933
그룹9,2020,남자,45-49세,753692
그룹9,2020,남자,50-54세,758329
그룹9,2020,남자,55-59세,758642
그룹9,2020,남자,60-64세,757595
그룹9,2020,남자,65-69세,586865
그룹9,2020,남자,70-74세,451271
그룹9,2020,남자,75-79세,337126
그룹9,2020,남자,80~84세,211715
그룹9,2020,남자,85세이상,104988
그룹9,2020,여자,0~4세,195500
그룹9,2020,여자,5-9세,314538
그룹9,2020,여자,10-14세,305738
그룹9,2020,여자,15-19세,381635
그룹9,2020,여자,20-24세,561739
그룹9,2020,여자,25-29세,669299
그룹9,2020,여자,30-34세,611755
그룹9,2020,여자,35-39세,727044
그룹9,2020,여자,40-44세,759545
그룹9,2020,여자,45-49세,892934
그룹9,2020,여자,50-54세,1027223
그룹9,2020,여자,55-59세,1051034
그룹9,2020,여자,60-64세,1046804
그룹9,2020,여자,65-69세,817263
그룹9,2020,여자,70-74세,637118
그룹9,2020,여자,75-79세,530865
그룹9,2020,여자,80~84세,377509
그룹9,2020,여자,85세이상,236759
그룹9,2021,남자,0~4세,182043
그룹9,2021,남자,5-9세,318549
그룹9,2021,남자,10-14세,385860
그룹9,2021,남자,15-19세,401034
그룹9,2021,남자,20-24세,460756
그룹9,2021,남자,25-29세,593851
그룹9,2021,남자,30-34세,572292
